Finnkode,Modellår,Kilometer,Girkasse,Drivstoff,Omregistrering,1. gang registrert,Farge,Hjuldrift,Effekt,Sylindervolum,Vekt,CO2-utslipp,Antall seter,Karosseri,Antall dører,Antall eiere,Bilen står i,Salgsform,Avgiftsklasse,Reg.nr.,Chassis nr. (VIN),Maksimal tilhengervekt
341251619,2007,172 500 km,Automat,Bensin,1 845 kr (avgifter),16.10.2006,Blå,Forhjulsdrift,102 Hk,1.6 l,1 461 kg,204 g/km,5,Kombi 5-dørs,5,2,Norge,Bruktbil til salgs,Personbil,BR37969,WVWZZZ1KZ7W532642,1 200 kg
317051166,2001,263 000 km,Manuell,Bensin,1 777 kr (avgifter),19.07.2005,Sølv,Forhjulsdrift,150 Hk,2 l,1 320 kg,213 g/km,5,Coupe,3,3,Norge,Bruktbil til salgs,Personbil,DL18151,YS3DF35C312034968,1 600 kg
336166572,2011,260 000 km,Manuell,Diesel,Fritatt (avgifter),12.12.2017,Grå,Forhjulsdrift,109 Hk,1.6 l,1 729 kg,119 g/km,5,Stasjonsvogn,4,4,Norge,Bruktbil til salgs,Personbil,NV73307,YV1BW7652B1188621,1 300 kg
336047352,2006,326 294 km,Automat,Diesel,1 845 kr (avgifter),30.03.2009,Grå,Bakhjulsdrift,163 Hk,2 l,1 520 kg,184 g/km,5,Stasjonsvogn,4,7,Norge,Bruktbil til salgs,Personbil,BR76589,WBAVU31020KZ04640,1 600 kg
341164021,2008,211 000 km,Manuell,Diesel,1 845 kr (avgifter),27.06.2008,Svart,Forhjulsdrift,140 Hk,2 l,1 576 kg,156 g/km,5,Stasjonsvogn,4,5,Norge,Bruktbil til salgs,Personbil,KH57773,WF0GXXGBBG8K51117,1 800 kg
341133407,2004,159 956 km,Automat,Bensin,3 074 kr (avgifter),20.01.2004,Sølv,Forhjulsdrift,87 Hk,1.3 l,935 kg,150 g/km,5,Kombi 5-dørs,4,5,Norge,Bruktbil til salgs,Personbil,PX44328,VNKKL18310A090555,900 kg
341061893,2007,154 200 km,Manuell,Diesel,3 074 kr (avgifter),19.06.2007,Sølv,Forhjulsdrift,90 Hk,1.4 l,1 055 kg,119 g/km,5,Kombi 5-dørs,4,13,Norge,Bruktbil til salgs,Personbil,DL66891,VNKKC96300A086157,1 050 kg
341114797,2012,218 000 km,Automat,Diesel,4 305 kr (avgifter),23.04.2012,Svart,Firehjulsdrift,170 Hk,2 l,2 089 kg,194 g/km,7,SUV/Offroad,5,1,Norge,Bruktbil til salgs,Personbil,CF63966,3C4PFBCY7CT287046,1 056 kg
339111615,2010,201 605 km,Manuell,Diesel,1 845 kr (avgifter),10.06.2010,Sølv,Forhjulsdrift,105 Hk,1.6 l,1 375 kg,114 g/km,5,Stasjonsvogn,4,4,Norge,Bruktbil til salgs,Personbil,HJ86840,TMBHT61Z3A2109701,1 400 kg
341025055,2009,185 200 km,Manuell,Diesel,1 845 kr (avgifter),16.01.2009,Beige,Firehjulsdrift,140 Hk,2 l,1 627 kg,158 g/km,5,Sedan,5,2,Norge,Bruktbil til salgs,Personbil,KT76764,WVWZZZ3CZ9P057851,2 000 kg
341011826,2007,126 500 km,Manuell,Bensin,1 845 kr (avgifter),24.04.2007,Svart,Forhjulsdrift,80 Hk,1.4 l,1 161 kg,157 g/km,5,Kombi 5-dørs,5,2,Norge,Bruktbil til salgs,Personbil,DL62389,WVWZZZ9NZ7D059037,800 kg
340899865,2002,365 000 km,Manuell,Diesel,1 845 kr (avgifter),10.01.2002,Grå,Firehjulsdrift,131 Hk,1.9 l,1 540 kg,167 g/km,5,Stasjonsvogn,5,5,Norge,Bruktbil til salgs,Personbil,PP42575,WAUZZZ8E32A193112,1 800 kg
340989837,2015,123 900 km,Manuell,Bensin,3 074 kr (avgifter),16.10.2015,Sølv,Forhjulsdrift,80 Hk,1.2 l,845 kg,96 g/km,5,Kombi 5-dørs,4,5,Norge,Bruktbil til salgs,Personbil,SV65883,MMCXNA03AFH112241,200 kg
340904591,2007,179 675 km,Manuell,Diesel,1 845 kr (avgifter),09.03.2007,Grå,Forhjulsdrift,109 Hk,1.6 l,1 416 kg,132 g/km,5,Stasjonsvogn,4,6,Norge,Bruktbil til salgs,Personbil,HS92174,YV1MW765272320735,1 300 kg
340904993,2012,247 800 km,Automat,Diesel,1 845 kr (avgifter),17.09.2011,Svart,Forhjulsdrift,116 Hk,1.6 l,1 351 kg,151 g/km,5,Stasjonsvogn,5,7,Norge,Bruktbil til salgs,Personbil,BS26790,U5YHE816BCL215234,1 300 kg
340139281,2007,222 187 km,Manuell,Diesel,1 845 kr (avgifter),25.05.2007,Sølv,Firehjulsdrift,105 Hk,1.9 l,1 460 kg,159 g/km,5,Stasjonsvogn,5,5,Norge,Bruktbil til salgs,Personbil,UR77715,TMBKS61Z578033803,1 600 kg
340891280,2006,174 032 km,Manuell,Diesel,1 845 kr (avgifter),04.07.2006,Svart,Forhjulsdrift,105 Hk,1.9 l,1 720 kg,160 g/km,7,Flerbruksbil,5,6,Norge,Bruktbil til salgs,Personbil,VF79685,WVGZZZ1TZ6W186709,1 500 kg
340610431,2001,362 497 km,Manuell,Diesel,1 845 kr (avgifter),26.09.2005,Svart,Forhjulsdrift,140 Hk,2.5 l,1 587 kg,172 g/km,5,Stasjonsvogn,5,7,Norge,Bruktbil til salgs,Personbil,SU20844,YV1SW720211081246,1 800 kg
340871289,2010,123 250 km,Manuell,Bensin,1 845 kr (avgifter),25.01.2012,Svart,Forhjulsdrift,69 Hk,1 l,985 kg,118 g/km,5,Kombi 5-dørs,5,4,Norge,Bruktbil til salgs,Personbil,BS39706,VNKKG92310A286359,750 kg
307659125,2011,222 000 km,Manuell,Diesel,1 777 kr (avgifter),18.05.2011,Svart,Forhjulsdrift,110 Hk,1.7 l,1 428 kg,119 g/km,5,Stasjonsvogn,5,4,Norge,Bruktbil til salgs,Personbil,RK31771,W0LPF8EG1B8095575,1 200 kg
149492060,2008,446 000 km,Automat,Diesel,1 779 kr (avgifter),13.03.2008,Sølv,Bakhjulsdrift,136 Hk,2.1 l,1 565 kg,173 g/km,5,Sedan,4,4,Norge,Bruktbil til salgs,Personbil,SU59320,WDB2110071B289601,1 900 kg
340761745,2002,242 800 km,Manuell,Bensin,1 845 kr (avgifter),17.09.2002,Grønn,Forhjulsdrift,110 Hk,1.6 l,1 235 kg,176 g/km,5,Stasjonsvogn,4,1,Norge,Bruktbil til salgs,Personbil,YE74451,SB172ZBN00E044872,1 300 kg
340764476,2009,227 000 km,Manuell,Diesel,1 845 kr (avgifter),12.06.2009,Grå,Forhjulsdrift,90 Hk,1.4 l,1 275 kg,128 g/km,5,Annet,4,8,Norge,Bruktbil til salgs,Personbil,LS71715,AHTLD56E503015385,1 000 kg
340741481,2010,140 200 km,Manuell,Diesel,1 845 kr (avgifter),18.05.2020,Blå,Forhjulsdrift,109 Hk,1.6 l,1 318 kg,136 g/km,5,Kombi 5-dørs,5,3,Norge,Bruktbil til salgs,Personbil,AS62803,VF7CH9HZC9J353612,1 300 kg
340726879,2011,268 000 km,Manuell,Diesel,1 845 kr (avgifter),07.02.2011,Grå,Forhjulsdrift,90 Hk,1.6 l,1 429 kg,140 g/km,5,Flerbruksbil,4,5,Norge,Bruktbil til salgs,Personbil,PP93417,VF77J9HVCAJ746321,1 300 kg
340675608,2007,169 137 km,Manuell,Diesel,1 845 kr (avgifter),03.01.2007,Sølv,Forhjulsdrift,90 Hk,1.4 l,1 205 kg,128 g/km,5,Kombi 5-dørs,5,4,Norge,Bruktbil til salgs,Personbil,DL54697,SB1KC20E30F061271,1 000 kg
340654233,2006,221 000 km,Manuell,Bensin,1 845 kr (avgifter),02.02.2006,Svart,Firehjulsdrift,106 Hk,1.6 l,1 445 kg,210 g/km,4,SUV/Offroad,2,5,Norge,Bruktbil til salgs,Personbil,LJ21583,JSAJTA74V00107850,1 600 kg
340630611,2004,332 000 km,Manuell,Diesel,1 845 kr (avgifter),24.02.2004,Sølv,Firehjulsdrift,109 Hk,2 l,1 735 kg,216 g/km,7,SUV/Offroad,5,3,Norge,Bruktbil til salgs,Personbil,VX43714,JSAHTX83V00300904,1 850 kg
340625705,2008,218 000 km,Manuell,Diesel,1 845 kr (avgifter),19.11.2008,Rød,Forhjulsdrift,114 Hk,1.6 l,1 517 kg,128 g/km,5,Kombi 5-dørs,4,8,Norge,Bruktbil til salgs,Personbil,BD60932,KMHDC81TP8U003038,1 400 kg
340617847,2001,124 200 km,Automat,Bensin,1 845 kr (avgifter),06.06.2001,Rød,Forhjulsdrift,86 Hk,1.3 l,925 kg,160 g/km,5,Kombi 5-dørs,5,6,Norge,Bruktbil til salgs,Personbil,UF12980,JTDKW123403052394,900 kg
340603530,2008,232 000 km,Automat,Diesel,1 845 kr (avgifter),10.10.2008,Grå,Forhjulsdrift,140 Hk,2 l,1 635 kg,178 g/km,5,Stasjonsvogn,5,4,Norge,Bruktbil til salgs,Personbil,HS95134,WAUZZZ4F08N178759,1 600 kg
340599380,2006,269 594 km,Manuell,Diesel,1 845 kr (avgifter),07.04.2006,Grå,Bakhjulsdrift,163 Hk,2 l,1 340 kg,152 g/km,5,Kombi 5-dørs,5,6,Norge,Bruktbil til salgs,Personbil,LY61065,WBAUG51050PV31045,1 200 kg
339045260,2011,165 752 km,Manuell,Bensin,Fritatt (avgifter),10.01.2011,Hvit,Forhjulsdrift,60 Hk,1.2 l,1 150 kg,127 g/km,5,Kombi 5-dørs,5,6,Norge,Bruktbil til salgs,Personbil,LY69815,WF0JXXGAJJAM09161,500 kg
340590923,2009,232 000 km,Manuell,Bensin,1 845 kr (avgifter),02.10.2008,Blå,Forhjulsdrift,140 Hk,1.8 l,1 428 kg,177 g/km,7,Flerbruksbil,4,5,Norge,Bruktbil til salgs,Personbil,UF39777,W0L0AHM7592016734,1 200 kg
340582996,2006,88 370 km,Manuell,Bensin,1 231 kr (avgifter),10.07.2006,Sølv,Forhjulsdrift,75 Hk,1.4 l,1 200 kg,178 g/km,2,Flerbruksbil,5,1,Norge,Bruktbil til salgs,Varebil,LJ22656,VF7GJKFWC93304810,900 kg
340533362,2006,234 000 km,Manuell,Diesel,1 845 kr (avgifter),30.11.2006,Sølv,Forhjulsdrift,90 Hk,1.4 l,1 235 kg,128 g/km,5,Stasjonsvogn,4,5,Norge,Bruktbil til salgs,Personbil,CV46733,NMTEC20E30R034885,1 000 kg
338503102,2007,186 000 km,Manuell,Diesel,Fritatt (avgifter),11.04.2007,Blå,Forhjulsdrift,109 Hk,1.6 l,1 341 kg,132 g/km,5,Stasjonsvogn,5,5,Norge,Bruktbil til salgs,Personbil,SU43819,YV1MW765272284839,1 300 kg
340496238,2012,148 300 km,Manuell,Diesel,1 476 kr (avgifter),06.07.2012,Hvit,Forhjulsdrift,75 Hk,1.8 l,1 432 kg,162 g/km,2,Kasse,4,3,Norge,Bruktbil til salgs,Varebil,YA64359,WF0UXXTTPUCC55365,1 200 kg
331674956,2012,155 000 km,Manuell,Diesel,1 422 kr (avgifter),29.06.2012,Hvit,Forhjulsdrift,90 Hk,1.6 l,1 386 kg,151 g/km,3,Kasse,4,4,Norge,Bruktbil til salgs,Varebil,AY17229,VF77D9HSCBJ689864,825 kg
340400644,2009,225 000 km,Manuell,Diesel,1 845 kr (avgifter),20.04.2009,Svart,Forhjulsdrift,143 Hk,2 l,1 595 kg,143 g/km,5,Stasjonsvogn,5,7,Norge,Bruktbil til salgs,Personbil,SU72894,WAUZZZ8KX9A212660,1 600 kg
340390774,2012,169 492 km,Automat,Diesel,1 476 kr (avgifter),22.03.2012,Svart,Forhjulsdrift,90 Hk,1.6 l,1 330 kg,133 g/km,2,Kasse,4,7,Norge,Bruktbil til salgs,Varebil,BD73661,ZFA26300009097757,1 300 kg
340390276,2006,314 000 km,Manuell,Bensin,1 845 kr (avgifter),07.12.2006,Sølv,Firehjulsdrift,107 Hk,1.6 l,1 265 kg,173 g/km,5,SUV/Offroad,4,10,Norge,Bruktbil til salgs,Personbil,PP67362,TSMEYB21S00133438,1 200 kg
340388052,2011,207 000 km,Manuell,Bensin,3 074 kr (avgifter),11.02.2011,Svart,Forhjulsdrift,86 Hk,1.2 l,1 154 kg,129 g/km,5,Kombi 5-dørs,5,4,Norge,Bruktbil til salgs,Personbil,AY14389,WVWZZZ1KZBW193169,1 100 kg
340276970,2005,220 000 km,Automat,Bensin,1 845 kr (avgifter),29.12.2006,Sølv,Bakhjulsdrift,163 Hk,1.8 l,1 480 kg,206 g/km,5,Stasjonsvogn,5,7,Norge,Bruktbil til salgs,Personbil,VF83177,WDB2032421F744371,1 500 kg
310172734,2010,173 000 km,Manuell,Bensin,Fritatt (avgifter),21.01.2010,Blå,Firehjulsdrift,91 Hk,1.3 l,1 060 kg,147 g/km,5,Kombi 5-dørs,5,9,Norge,Bruktbil til salgs,Personbil,BR91084,JSAEZD11S00553714,1 000 kg
328691967,2007,226 108 km,Manuell,Diesel,1 777 kr (avgifter),04.09.2007,Rød,Forhjulsdrift,106 Hk,1.5 l,1 407 kg,145 g/km,5,Kombi 5-dørs,5,5,Norge,Bruktbil til salgs,Personbil,VF91643,SJNFCAJ10U1087374,1 200 kg
340126503,2009,302 814 km,Automat,Diesel,1 845 kr (avgifter),12.06.2009,Svart,Forhjulsdrift,140 Hk,2 l,1 370 kg,156 g/km,5,Stasjonsvogn,5,5,Norge,Bruktbil til salgs,Personbil,UF42048,TMBFE61Z892065448,1 400 kg
339991413,2011,194 000 km,Manuell,Diesel,1 845 kr (avgifter),24.05.2011,Grå,Forhjulsdrift,92 Hk,1.6 l,1 453 kg,119 g/km,5,Stasjonsvogn,4,5,Norge,Bruktbil til salgs,Personbil,SV12287,VF34E9HP0BS119250,1 300 kg
339943416,2010,322 000 km,Manuell,Diesel,1 845 kr (avgifter),10.03.2010,Svart,Firehjulsdrift,140 Hk,2 l,1 775 kg,183 g/km,7,SUV/Offroad,4,4,Norge,Bruktbil til salgs,Personbil,XK27529,JMBXJCW8WAZ400335,2 000 kg
339956336,2008,208 000 km,Manuell,Diesel,1 845 kr (avgifter),05.06.2008,Sølv,Forhjulsdrift,105 Hk,1.9 l,1 385 kg,135 g/km,5,Sedan,4,5,Norge,Bruktbil til salgs,Personbil,SU62442,TMBBS61Z382128901,1 400 kg
339944363,2002,138 375 km,Manuell,Bensin,1 845 kr (avgifter),13.03.2002,Blå,Forhjulsdrift,97 Hk,1.4 l,1 160 kg,159 g/km,5,Kombi 5-dørs,4,6,Norge,Bruktbil til salgs,Personbil,DK38023,SB1KM28E20E010691,1 000 kg
339951000,2012,161 800 km,Automat,Diesel,Ikke oppgitt (avgifter),15.08.2012,Blå,Forhjulsdrift,111 Hk,1.6 l,1 615 kg,120 g/km,5,Stasjonsvogn,5,4,Norge,Bruktbil til salgs,Personbil,NV65235,VF7RW9HR8CL505930,1 300 kg
339727130,2006,241 328 km,Manuell,Bensin,1 845 kr (avgifter),13.12.2005,Grønn,Firehjulsdrift,117 Hk,1.8 l,1 520 kg,248 g/km,5,Annet,5,5,Norge,Bruktbil til salgs,Personbil,DL22070,SALLNABA86A808504,2 000 kg
339810895,2008,235 000 km,Manuell,Diesel,1 845 kr (avgifter),05.09.2008,Beige,Firehjulsdrift,140 Hk,2 l,1 695 kg,183 g/km,7,SUV/Offroad,5,3,Norge,Bruktbil til salgs,Personbil,RJ89171,JMBXJCW8W8Z411069,2 000 kg
339745175,2005,233 000 km,Manuell,Bensin,1 845 kr (avgifter),19.08.2005,Grønn,Forhjulsdrift,129 Hk,1.8 l,1 375 kg,184 g/km,7,Flerbruksbil,5,5,Norge,Bruktbil til salgs,Personbil,KZ52422,NMTER16R70R031068,1 300 kg
339698788,2007,206 800 km,Automat,Diesel,1 845 kr (avgifter),29.05.2007,Blå,Forhjulsdrift,140 Hk,2 l,1 607 kg,174 g/km,5,Stasjonsvogn,5,1,Norge,Bruktbil til salgs,Personbil,BR49412,WVWZZZ3CZ7E130211,1 800 kg
321778699,2008,183 866 km,Manuell,Diesel,1 777 kr (avgifter),14.03.2008,Svart,Forhjulsdrift,140 Hk,2 l,1 560 kg,170 g/km,5,Sedan,4,3,Norge,Bruktbil til salgs,Personbil,DL86844,1B3ACC6A78N115899,1 500 kg
339522875,2006,271 252 km,Automat,Diesel,1 845 kr (avgifter),31.01.2006,Sølv,Firehjulsdrift,160 Hk,3.2 l,2 110 kg,278 g/km,7,SUV/Offroad,5,5,Norge,Bruktbil til salgs,Personbil,ZH17686,JMBLYV78W6J000613,3 300 kg
339465199,2004,259 000 km,Automat,Bensin,1 845 kr (avgifter),31.08.2004,Svart,Forhjulsdrift,179 Hk,2 l,1 661 kg,243 g/km,5,Stasjonsvogn,5,5,Norge,Bruktbil til salgs,Personbil,AD98491,YV1SW49K941444752,1 600 kg
339440590,2009,250 800 km,Automat,Diesel,1 845 kr (avgifter),15.04.2009,Brun,Forhjulsdrift,140 Hk,2 l,1 587 kg,177 g/km,5,Sedan,5,4,Norge,Bruktbil til salgs,Personbil,NF37410,TMBAE93T699009343,1 800 kg
339165963,2009,166 000 km,Manuell,Diesel,3 074 kr (avgifter),23.04.2009,Svart,Forhjulsdrift,90 Hk,1.4 l,1 055 kg,119 g/km,5,Kombi 5-dørs,4,3,Norge,Bruktbil til salgs,Personbil,NF37459,VNKKC96360A194430,1 050 kg
339161750,2004,266 000 km,Automat,Bensin,1 845 kr (avgifter),17.11.2003,Grå,Bakhjulsdrift,140 Hk,2.4 l,1 656 kg,231 g/km,5,Stasjonsvogn,5,7,Norge,Bruktbil til salgs,Personbil,LY56988,YV1SW65S941407232,1 800 kg
339078861,2011,198 500 km,Manuell,Bensin,1 845 kr (avgifter),28.06.2010,Rød,Forhjulsdrift,86 Hk,1.2 l,1 041 kg,121 g/km,5,Kombi 5-dørs,5,3,Norge,Bruktbil til salgs,Personbil,TV79761,TMBEM65J9B3040755,1 000 kg
338209105,2008,288 888 km,Automat,Diesel,1 845 kr (avgifter),30.06.2008,Grå,Forhjulsdrift,131 Hk,2 l,1 597 kg,189 g/km,5,Stasjonsvogn,5,5,Norge,Bruktbil til salgs,Personbil,FT26717,WF0GXXGBBG8K54598,2 000 kg
338948401,2007,274 000 km,Automat,Diesel,1 231 kr (avgifter),10.01.2007,Sølv,Bakhjulsdrift,150 Hk,2.1 l,1 960 kg,227 g/km,3,Annet,5,6,Norge,Bruktbil til salgs,Varebil,RJ65858,WDB9066311S148502,2 000 kg
331653791,2011,140 000 km,Manuell,Diesel,1 422 kr (avgifter),19.01.2012,Hvit,Forhjulsdrift,75 Hk,1.8 l,1 393 kg,159 g/km,2,Kasse,4,9,Norge,Bruktbil til salgs,Varebil,TV82219,WF0TXXTTPTBU68120,1 200 kg
338903826,2009,216 000 km,Manuell,Diesel,1 845 kr (avgifter),19.01.2009,Sølv,Forhjulsdrift,105 Hk,1.9 l,1 477 kg,137 g/km,5,Stasjonsvogn,5,5,Norge,Bruktbil til salgs,Personbil,DN13807,WVWZZZ3CZ9E067740,1 200 kg
338786764,2010,194 952 km,Manuell,Diesel,3 074 kr (avgifter),29.10.2009,Rød,Forhjulsdrift,105 Hk,1.6 l,1 165 kg,109 g/km,5,Kombi 5-dørs,5,4,Norge,Bruktbil til salgs,Personbil,HZ28018,WVWZZZ6RZAY067860,1 200 kg
338766712,2012,171 400 km,Manuell,Diesel,1 476 kr (avgifter),16.04.2013,Grå,Forhjulsdrift,90 Hk,1.3 l,1 290 kg,126 g/km,2,Kasse,4,2,Norge,Bruktbil til salgs,Varebil,VH49159,W0L6WXC1AC9508239,1 000 kg
338687508,2012,128 609 km,Manuell,Bensin,1 845 kr (avgifter),08.05.2012,Sølv,Forhjulsdrift,125 Hk,1 l,1 332 kg,114 g/km,5,Kombi 5-dørs,5,3,Norge,Bruktbil til salgs,Personbil,PD41582,WF0KXXGCBKCG79198,1 200 kg
338622066,2008,239 900 km,Manuell,Diesel,1 845 kr (avgifter),09.05.2008,Sølv,Forhjulsdrift,90 Hk,1.4 l,1 280 kg,132 g/km,5,Kombi 5-dørs,5,2,Norge,Bruktbil til salgs,Personbil,KH56862,SB1KC56E50F034209,1 000 kg
338508492,2010,158 000 km,Manuell,Diesel,1 845 kr (avgifter),31.07.2012,Sølv,Forhjulsdrift,90 Hk,1.6 l,1 517 kg,119 g/km,5,Kombi 5-dørs,5,3,Norge,Bruktbil til salgs,Personbil,PX56372,TMADC81SAAJ024280,1 400 kg
338265622,2007,205 000 km,Manuell,Diesel,1 845 kr (avgifter),08.10.2007,Blå,Forhjulsdrift,126 Hk,2 l,1 465 kg,155 g/km,5,Stasjonsvogn,4,5,Norge,Bruktbil til salgs,Personbil,CF43933,SB1ED56L00E056505,1 300 kg
330338871,2005,318 085 km,Automat,Diesel,1 777 kr (avgifter),16.12.2004,Sølv,Firehjulsdrift,125 Hk,2 l,1 763 kg,240 g/km,5,SUV/Offroad,5,6,Norge,Bruktbil til salgs,Personbil,YN51118,KMHSC81VP5U908264,2 000 kg
338279218,2006,294 000 km,Manuell,Bensin,1 845 kr (avgifter),16.03.2006,Sølv,Forhjulsdrift,140 Hk,2.4 l,1 570 kg,214 g/km,5,Stasjonsvogn,5,2,Norge,Bruktbil til salgs,Personbil,KH40582,YV1SW654261579623,1 800 kg
338266368,2007,148 000 km,Manuell,Diesel,3 074 kr (avgifter),20.07.2007,Svart,Forhjulsdrift,109 Hk,1.6 l,1 185 kg,118 g/km,4,Coupe,2,11,Norge,Bruktbil til salgs,Personbil,RJ74008,WMWMG31080TU33770,750 kg
310815585,2007,250 000 km,Manuell,Diesel,1 777 kr (avgifter),21.03.2007,Svart,Forhjulsdrift,150 Hk,1.9 l,1 535 kg,159 g/km,5,Stasjonsvogn,5,3,Norge,Bruktbil til salgs,Personbil,BR46150,YS3FF56W071121710,1 400 kg
338066829,2009,163 000 km,Manuell,Diesel,1 845 kr (avgifter),19.06.2009,Svart,Forhjulsdrift,109 Hk,1.6 l,1 570 kg,134 g/km,7,Stasjonsvogn,4,9,Norge,Bruktbil til salgs,Personbil,BR80460,VF34H9HZH55372271,1 400 kg
330542264,2013,99 600 km,Manuell,Bensin,3 074 kr (avgifter),08.06.2013,Brun,Forhjulsdrift,68 Hk,1 l,845 kg,95 g/km,5,Kombi 5-dørs,5,5,Norge,Bruktbil til salgs,Personbil,SV41051,KNABE511ADT500176,700 kg
338000321,2008,197 242 km,Manuell,Bensin,3 074 kr (avgifter),29.12.2008,Svart,Forhjulsdrift,80 Hk,1.4 l,1 161 kg,157 g/km,5,Kombi 5-dørs,5,5,Norge,Bruktbil til salgs,Personbil,RJ92789,WVWZZZ9NZ9Y067099,800 kg
337995862,2012,320 500 km,Manuell,Diesel,1 845 kr (avgifter),17.08.2012,Grå,Forhjulsdrift,110 Hk,2 l,1 816 kg,119 g/km,5,Stasjonsvogn,5,2,Norge,Bruktbil til salgs,Personbil,CV65029,W0LGM8GJ4C1055662,1 600 kg
337950931,2007,132 000 km,Manuell,Bensin,1 845 kr (avgifter),23.10.2007,Sølv,Forhjulsdrift,69 Hk,1 l,980 kg,127 g/km,5,Kombi 5-dørs,4,8,Norge,Bruktbil til salgs,Personbil,NF29807,VNKKG96380A108796,750 kg
337867793,2011,292 000 km,Manuell,Diesel,1 231 kr (avgifter),11.10.2011,Sølv,Forhjulsdrift,140 Hk,2.2 l,2 015 kg,218 g/km,3,Kasse,6,13,Norge,Bruktbil til salgs,Varebil,DN74980,WF0XXXTTFXBY69313,2 800 kg
337830731,2012,156 000 km,Manuell,Diesel,1 476 kr (avgifter),13.01.2012,Sølv,Forhjulsdrift,90 Hk,1.8 l,1 393 kg,159 g/km,2,Kasse,4,3,Norge,Bruktbil til salgs,Varebil,NF52526,WF0TXXTTPTBP22241,1 200 kg
337690055,2008,213 286 km,Manuell,Diesel,Fritatt (avgifter),26.06.2008,Svart,Firehjulsdrift,140 Hk,2.2 l,1 550 kg,173 g/km,5,SUV/Offroad,4,7,Norge,Bruktbil til salgs,Personbil,SD42369,SHSRE67808U028899,2 000 kg
337630581,2009,121 150 km,Manuell,Diesel,1 231 kr (avgifter),19.06.2009,Sølv,Forhjulsdrift,68 Hk,1.5 l,1 410 kg,140 g/km,2,Kasse,4,4,Norge,Bruktbil til salgs,Varebil,TV78020,VF1FW1AB539899416,1 010 kg
337611867,2010,179 568 km,Manuell,Diesel,1 845 kr (avgifter),19.10.2009,Grå,Forhjulsdrift,136 Hk,2 l,1 577 kg,157 g/km,5,Stasjonsvogn,5,3,Norge,Bruktbil til salgs,Personbil,RK11106,YV1BW7541A1133646,1 600 kg
337471062,2005,252 000 km,Manuell,Diesel,1 845 kr (avgifter),24.11.2005,Brun,Forhjulsdrift,105 Hk,1.9 l,1 422 kg,154 g/km,5,Sedan,4,8,Norge,Bruktbil til salgs,Personbil,AA51297,WVWZZZ3CZ6P106903,1 500 kg
337464386,2011,260 000 km,Manuell,Diesel,1 231 kr (avgifter),18.03.2011,Hvit,Forhjulsdrift,90 Hk,1.6 l,1 470 kg,151 g/km,3,Kasse,5,4,Norge,Bruktbil til salgs,Varebil,DN58948,VF77D9HSCAJ899799,825 kg
337340103,2005,240 km,Manuell,Diesel,1 845 kr (avgifter),21.12.2007,Grå,Forhjulsdrift,116 Hk,2 l,1 440 kg,158 g/km,5,Stasjonsvogn,5,2,Norge,Bruktbil til salgs,Personbil,LJ30141,SB1EW56L70E108903,1 300 kg
337406436,2007,218 300 km,Manuell,Diesel,1 845 kr (avgifter),08.09.2009,Svart,Forhjulsdrift,140 Hk,2 l,1 731 kg,172 g/km,7,Flerbruksbil,4,4,Norge,Bruktbil til salgs,Personbil,JD53745,WF0MXXGBWM6G75479,1 700 kg
337343449,2007,170 000 km,Manuell,Diesel,1 231 kr (avgifter),03.12.2007,Grå,Forhjulsdrift,125 Hk,1.8 l,1 695 kg,166 g/km,2,Flerbruksbil,5,3,Norge,Bruktbil til salgs,Varebil,VF92770,WF0MXXGBWM7U31634,1 400 kg
337325709,2008,306 274 km,Manuell,Diesel,1 845 kr (avgifter),31.08.2007,Svart,Forhjulsdrift,116 Hk,1.9 l,1 450 kg,157 g/km,5,Stasjonsvogn,5,4,Norge,Bruktbil til salgs,Personbil,SU51302,WAUZZZ8E98A044308,1 500 kg
336221948,2006,167 147 km,Manuell,Diesel,1 100 kr (avgifter),17.11.2005,Blå,Firehjulsdrift,101 Hk,1.9 l,1 538 kg,165 g/km,7,SUV/Offroad,4,12,Norge,Bruktbil til salgs,Personbil,HJ78050,W0L0AHM7562039518,1 200 kg
336996470,2001,171 259 km,Automat,Bensin,1 845 kr (avgifter),25.05.2001,Grønn,Forhjulsdrift,116 Hk,1.8 l,1 203 kg,202 g/km,5,Stasjonsvogn,5,2,Norge,Bruktbil til salgs,Personbil,ZS14739,WOLOTGF35Y2145686,1 150 kg
336915985,2008,256 887 km,Manuell,Diesel,1 845 kr (avgifter),16.10.2008,Svart,Firehjulsdrift,152 Hk,2.2 l,1 958 kg,194 g/km,5,SUV/Offroad,4,5,Norge,Bruktbil til salgs,Personbil,FT27298,SALFA28C98H059359,2 000 kg
336907661,2012,167 530 km,Manuell,Diesel,4 672 kr (avgifter),29.08.2012,Svart,Forhjulsdrift,69 Hk,1.4 l,1 151 kg,104 g/km,5,Kombi 5-dørs,5,6,Norge,Bruktbil til salgs,Personbil,LJ47708,WF0JXXGAJJCK88989,750 kg
336833570,1998,165 546 km,Manuell,Bensin,1 845 kr (avgifter),19.11.1998,Sølv,Bakhjulsdrift,118 Hk,1.9 l,1 285 kg,188 g/km,5,Sedan,4,6,Norge,Bruktbil til salgs,Personbil,BP33420,WBAAL31010JJ28055,1 475 kg
